id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,class
854,21.858795,-11.650806,-6.814811,17.331208,-8.018286,18.675760,-20.743356,5.410881,-9.436499,-3.223486,0.606697,-12.203953,17.006307,-9.739840,7.900635,9.762887,-9.244315,15.213611,-6.942491,-11.581503,C,E,B,B,C,E,A,F
856,14.583689,-9.401406,-6.576365,17.333058,-7.207495,18.629193,-18.482071,5.179778,-0.959280,-4.155048,-0.775380,-18.653794,13.095975,-21.611615,17.125614,9.762575,-9.279770,15.055684,-10.730987,-11.651320,B,D,C,B,E,D,B,G
858,13.731177,-8.954405,-4.028895,17.334004,-7.585088,18.709118,-20.511037,1.000732,-1.360833,-3.199987,-0.402001,-17.626394,13.066298,-20.947691,17.357230,9.762416,-9.218919,15.217595,14.499773,-6.590201,D,C,C,A,C,A,B,F
860,16.196460,-8.587940,-3.863919,16.890270,-8.625945,18.648849,-19.850871,0.899162,-2.336283,-3.523917,0.954307,-17.335580,13.990678,-19.428120,15.842126,9.837064,-9.264804,15.162676,15.092765,-12.441319,D,D,A,A,C,A,A,G
862,20.351289,-11.523721,-5.315960,17.214732,-7.736933,18.576131,-19.713054,2.952060,-9.307886,-4.436461,0.246951,-11.134354,15.865862,-9.875262,7.320961,9.782480,-9.320175,15.007983,-7.954192,-6.391350,A,F,C,C,C,D,D,F
864,16.205703,-9.059939,-0.558522,17.311039,-8.065353,18.646076,-19.876463,-4.258662,-2.431483,-3.887860,0.241705,-17.197836,13.983348,-19.348038,15.731771,9.766279,-9.266915,15.100977,1.201809,-7.056411,A,G,C,A,B,E,A,F
866,15.005412,-9.062256,-4.809815,17.245722,-8.197316,18.582655,-19.579153,2.340514,-2.484248,-4.398074,0.420257,-16.495515,13.107041,-19.268989,15.542528,9.777267,-9.315207,15.014489,-22.414582,-11.603189,B,D,A,C,E,D,A,E
868,23.705639,-9.263326,-7.153961,16.866725,-8.295964,18.529693,-17.982314,6.090834,-9.046162,-4.834519,0.582958,-14.049472,17.524950,-9.628483,6.599257,9.841025,-9.355539,14.940517,37.025712,-9.453650,D,B,A,B,A,A,G,F
870,20.426660,-9.233471,-4.664659,17.499849,-7.171497,18.709938,-18.447662,2.108500,-8.503723,-3.225938,-0.849428,-12.015936,16.396017,-10.397989,7.501636,9.734520,-9.218295,15.213195,43.050752,-12.778670,D,G,C,C,A,A,A,A
872,23.657152,-11.549174,-2.845488,17.356568,-7.763565,18.766811,-18.824861,-0.602100,-8.880345,-2.397689,0.282955,-14.164906,18.282865,-10.465702,7.260713,9.758621,-9.175003,15.353626,-42.136426,-12.951837,B,G,B,A,D,D,B,G
874,13.973057,-9.087315,-4.312734,17.268178,-7.681091,18.644858,-20.046103,1.451458,-1.881323,-3.868057,-0.257784,-16.919820,12.866216,-20.180047,16.501603,9.773489,-9.267842,15.104334,20.482751,-10.793562,B,G,A,C,E,D,A,G
876,20.929244,-9.094728,-3.020929,17.208367,-8.060557,18.611761,-19.516983,-0.594924,-9.479069,-4.077254,0.240420,-11.422872,16.291641,-8.972101,7.000360,9.783550,-9.293043,15.068871,30.688584,-12.059418,A,B,C,B,E,D,A,G
878,17.028983,-9.125985,-5.651453,17.199985,-8.232547,18.560550,-17.939134,3.747971,-2.048394,-4.647232,0.477204,-18.207608,14.064120,-19.933640,15.527887,9.784960,-9.332040,14.972259,-6.168657,-6.368524,C,D,C,A,C,D,C,F
880,22.743434,-10.859980,-5.892028,16.834283,-8.576591,18.607791,-19.945362,3.978532,-9.697551,-3.800583,1.193298,-12.679073,17.239433,-9.148487,7.050731,9.846483,-9.296066,15.115773,-4.333876,-6.560108,D,F,B,A,A,E,D,F
882,19.025813,-8.993621,-5.405656,17.508251,-7.630716,18.695649,-20.133451,3.030502,-9.168720,-3.199796,-0.337566,-10.249588,15.621880,-9.389259,7.757457,9.733107,-9.229173,15.217628,-14.045224,-11.617348,A,C,A,C,C,D,C,G
884,16.338815,-9.360863,-5.564875,17.254294,-8.162493,18.537331,-19.925703,3.511779,-2.341274,-4.959092,0.416436,-17.403270,13.619003,-19.525878,15.866922,9.775825,-9.349722,14.919405,-2.401157,-9.743189,B,D,C,C,C,D,A,D
886,15.099738,-9.389260,-5.836543,17.377375,-7.840326,18.562729,-20.031164,3.836114,-2.060106,-4.758009,-0.003814,-17.191510,13.074116,-19.952401,16.268107,9.755121,-9.330381,14.953484,-23.859101,-6.023525,A,G,A,B,E,D,D,D
888,20.173110,-9.474101,-5.807538,17.409031,-7.819218,18.542146,-19.531561,3.698974,-9.281814,-4.892723,-0.017161,-11.020999,15.661321,-9.345950,7.231215,9.749796,-9.346055,14.930652,17.249444,-7.386667,B,E,A,B,D,D,C,D
890,13.812766,-8.712652,-5.970103,17.018555,-8.054515,18.664451,-20.015319,4.051745,-1.812290,-3.437343,0.176574,-16.952433,12.881885,-20.235109,16.576790,9.815482,-9.252924,15.177354,-30.637114,-10.834240,B,C,A,C,A,D,B,G
892,24.031486,-8.859423,-4.265337,16.999554,-8.387434,18.641793,-18.145154,1.537635,-9.123085,-3.633732,0.653671,-14.241939,18.034108,-9.423036,6.592190,9.818678,-9.270176,15.144059,-19.733023,-12.237866,A,C,B,C,B,D,B,G
894,23.647961,-8.964335,-2.363122,17.349584,-8.208210,18.672130,-18.177232,-1.352367,-9.071456,-3.440042,0.421258,-13.979696,17.932302,-9.521436,6.671663,9.759796,-9.247078,15.176896,-3.399590,-10.955941,B,C,C,B,D,A,B,G
896,13.199441,-11.634769,-2.173756,17.506299,-7.404634,18.745204,-20.473418,-1.724622,-1.373213,-2.800838,-0.103750,-17.366174,13.007428,-21.325277,17.325596,9.733435,-9.191450,15.285270,-3.565669,-9.287467,B,E,C,C,D,D,F,G
898,17.002513,-9.005901,-3.669633,17.253775,-8.232604,18.607506,-17.930635,0.748091,-2.063740,-4.170500,0.460379,-18.170605,14.229619,-19.894289,15.505131,9.775912,-9.296283,15.053065,-0.860290,-10.382347,B,C,C,C,B,D,A,E
900,20.229457,-9.319112,-3.450524,17.459379,-7.852421,18.596300,-19.512969,0.138168,-9.349154,-4.329690,0.000529,-10.998037,15.869610,-9.211877,7.143370,9.741327,-9.304816,15.026081,-37.428369,-10.138936,B,C,C,A,E,D,B,D
902,14.300836,-8.538825,-1.899849,17.391132,-7.695822,18.794816,-18.293211,-2.043792,-1.040044,-2.229975,-0.327490,-18.395328,13.788901,-21.381339,16.961189,9.752807,-9.153688,15.382062,-13.863257,-5.434571,B,E,C,A,C,D,G,G
904,23.397633,-9.221336,-5.689631,17.013492,-8.149511,18.572958,-18.047788,3.803952,-9.005508,-4.442164,0.378514,-13.839875,17.481651,-9.676386,6.682811,9.816334,-9.322591,15.007016,12.360325,-12.382452,C,A,C,A,D,E,G,F
906,21.968248,-11.571607,-4.752843,17.216452,-7.817576,18.561664,-19.987633,2.097844,-9.441570,-4.645378,0.350804,-12.286844,16.681187,-9.708855,7.358611,9.782190,-9.331191,14.972573,0.707983,-7.262133,B,G,C,A,E,C,A,F
908,23.090297,-9.373192,-7.146282,17.268694,-8.075101,18.549640,-18.133103,5.990042,-8.903518,-4.728563,0.301512,-13.690482,17.248226,-9.858150,6.851303,9.773402,-9.340348,14.958474,-39.954196,-9.944157,C,F,C,A,A,E,C,G
910,19.913349,-11.468714,-2.170491,17.572933,-7.682177,18.715063,-20.050009,-1.949383,-9.319701,-2.984522,0.172749,-10.780506,16.154267,-9.842798,7.534805,9.722228,-9.214393,15.254126,-22.790726,-8.417102,A,G,B,B,B,D,A,F
912,20.781563,-9.264316,-4.681454,17.368021,-8.007119,18.589965,-19.669931,2.056615,-9.402086,-4.326141,0.194752,-11.380310,16.139767,-9.123287,7.187418,9.756694,-9.309640,15.026682,15.171701,-10.907213,A,G,C,B,D,D,E,G
914,22.886734,-10.826945,-4.438974,17.124705,-8.633628,18.600967,-19.793677,1.719098,-9.732181,-3.951230,1.264896,-12.765070,17.294023,-9.091602,6.907662,9.797624,-9.301262,15.090234,-40.850029,-6.195294,A,E,C,B,B,D,C,E
916,13.730330,-9.101603,-3.360193,17.508763,-7.668031,18.656195,-19.959968,-0.034608,-1.951084,-3.793860,-0.272058,-16.695890,12.801688,-20.076876,16.377320,9.733021,-9.259211,15.116912,10.677187,-6.653893,A,D,A,A,A,D,A,G
918,22.909175,-8.756088,-2.607023,17.348942,-8.187327,18.712484,-18.178767,-1.036498,-9.005226,-2.957691,0.363669,-13.449634,17.689102,-9.568449,6.752396,9.759904,-9.216357,15.258676,10.515263,-6.592985,C,B,C,C,B,E,A,F
920,13.304493,-11.721141,-4.251980,17.388290,-7.410613,18.696370,-20.473612,1.352277,-1.365310,-3.289293,-0.079280,-17.425843,12.797619,-21.351524,17.335697,9.753285,-9.228624,15.202454,-12.594920,-8.406471,B,E,A,A,B,C,A,F
922,24.807752,-9.159128,-3.570378,17.247637,-8.386492,18.594304,-18.155148,0.448885,-9.179452,-4.255080,0.692574,-14.822134,18.302376,-9.413533,6.529688,9.776944,-9.306336,15.038727,-18.090462,-5.223812,B,G,C,C,C,D,A,E
924,15.091488,-11.799928,-4.814933,17.382926,-7.300550,18.619641,-18.306217,2.456516,-1.356051,-4.196044,-0.178264,-18.274349,13.307791,-21.378592,16.550152,9.754187,-9.287043,15.048735,10.806883,-12.623705,B,B,C,A,D,D,C,F
926,17.718698,-9.048107,-5.211088,16.989709,-8.188328,18.594146,-18.225139,3.078026,-1.730453,-4.291258,0.406032,-19.050356,14.548049,-20.402208,16.033633,9.820335,-9.306456,15.032595,-5.519872,-9.760738,A,F,C,A,E,D,D,E
928,19.884229,-12.011027,-3.758477,17.520061,-7.262466,18.705227,-20.512570,0.639710,-9.172713,-3.181139,-0.171159,-10.906337,16.099224,-10.205365,8.015855,9.731121,-9.221882,15.220791,-48.544141,-8.925415,B,F,A,B,B,D,D,F
930,23.264359,-9.118200,-4.237245,17.140172,-8.053209,18.621437,-18.135366,1.478357,-8.986383,-3.976268,0.234069,-13.751092,17.560455,-9.679253,6.752098,9.795022,-9.285675,15.085990,35.660629,-7.039441,B,E,C,B,B,D,A,G
932,17.589761,-10.873266,-4.289700,17.173494,-8.397807,18.633053,-18.170307,1.760074,-1.750597,-3.749575,0.958304,-18.951073,14.632970,-20.638749,15.990088,9.789417,-9.276831,15.124420,-5.534689,-9.828918,C,D,C,B,D,C,A,G
934,20.794137,-9.309465,-5.646041,17.331268,-8.030340,18.561228,-19.619264,3.468966,-9.387479,-4.616141,0.232409,-11.404430,16.052759,-9.155240,7.170136,9.762876,-9.331524,14.977528,-20.845986,-6.657066,A,B,A,B,A,D,A,G
936,16.486895,-9.233981,-4.612348,17.221565,-7.722808,18.621300,-18.334468,2.182408,-1.453233,-4.155682,-0.180199,-18.819571,14.021375,-20.844754,16.431503,9.781330,-9.285780,15.055576,-16.506935,-11.332908,A,F,C,B,D,A,D,F
938,15.158828,-11.016024,-5.576763,17.193238,-8.263820,18.564629,-19.566953,3.549595,-2.516456,-4.484564,0.806584,-16.524756,13.112035,-19.522495,15.496490,9.786095,-9.328933,14.999829,48.286390,-10.233393,B,G,C,C,D,D,A,E
940,18.832986,-11.576419,-4.584693,17.346238,-7.557134,18.725333,-20.137742,1.776968,-9.181381,-2.769026,0.051585,-10.088980,15.649634,-10.062722,7.746479,9.760358,-9.206576,15.290664,15.511570,-12.649459,A,A,C,C,D,E,D,G
942,14.701499,-11.554924,-3.613872,17.390282,-7.452807,18.709561,-18.383034,0.620839,-1.086793,-3.146261,-0.068149,-18.508565,13.534077,-21.738210,16.927415,9.752950,-9.218582,15.226704,5.211164,-7.843044,B,G,A,C,E,D,A,G
944,15.681240,-11.255203,-3.674223,17.240198,-7.795927,18.693058,-18.298851,0.748931,-1.315947,-3.228296,0.266008,-18.624701,13.932977,-21.348142,16.600503,9.778196,-9.231145,15.212796,11.648028,-7.751250,A,D,C,B,A,D,C,F
946,24.388665,-8.949851,-5.633015,16.960410,-8.311015,18.633298,-18.361304,3.664869,-9.073253,-3.727223,0.560156,-14.576374,18.196988,-9.515478,6.769746,9.825264,-9.276644,15.128209,-15.863851,-13.133906,B,A,A,A,C,D,G,G
948,23.577221,-8.934799,-4.842825,17.222882,-8.348147,18.642345,-18.171843,2.505861,-9.048774,-3.647228,0.609323,-13.943763,17.794747,-9.547028,6.696128,9.781109,-9.269756,15.141771,-3.221680,-7.721914,C,D,A,B,E,D,D,F
950,22.400463,-9.332291,-4.153623,17.334383,-8.156979,18.578432,-19.902760,1.241346,-9.556809,-4.468201,0.404826,-12.528055,16.963940,-8.921956,7.174278,9.762352,-9.318423,15.002603,28.141350,-6.083414,D,A,A,A,C,A,G,F
952,17.189060,-10.704519,-3.696643,16.987052,-8.388609,18.676745,-18.150473,0.762072,-1.673294,-3.228398,0.920042,-18.852803,14.611351,-20.727413,16.085436,9.820782,-9.243565,15.212778,1.036995,-9.201982,C,B,B,A,C,E,A,G
954,15.325209,-8.934462,-3.429289,17.306833,-8.166947,18.638417,-19.922243,0.129815,-2.190742,-3.846098,0.360834,-17.105255,13.507502,-19.693358,16.056784,9.766987,-9.272747,15.108057,30.724460,-12.593039,D,F,A,A,C,A,D,G
956,17.650811,-10.693818,-3.462833,17.157012,-8.487466,18.640555,-18.047398,0.389663,-1.932750,-3.651445,1.049479,-18.714085,14.694476,-20.338417,15.712928,9.792189,-9.271119,15.141056,-1.244753,-10.285735,B,C,B,B,C,D,B,E
958,14.716590,-11.379659,-1.506701,17.541371,-7.713603,18.660935,-20.009201,-2.774109,-2.093183,-3.719050,0.192190,-16.950352,13.307525,-20.212756,16.216926,9.727536,-9.255602,15.129595,-16.566708,-12.652650,A,D,B,C,C,D,A,F
960,17.136077,-9.080474,-6.765200,16.936510,-8.108672,18.581277,-18.234285,5.490270,-1.601928,-4.400714,0.302950,-18.931825,14.197094,-20.600269,16.205100,9.829285,-9.316256,15.014042,-10.399777,-6.878690,A,C,A,C,D,A,B,G
962,21.582810,-9.003487,-4.080751,17.123088,-8.143133,18.640072,-19.928431,1.135216,-9.524242,-3.712063,0.338350,-11.900769,16.733951,-8.885514,7.227529,9.797896,-9.271486,15.130779,-16.000458,-10.267837,C,E,C,A,E,D,A,G
964,22.911646,-11.479755,-1.626572,17.562372,-7.746694,18.743538,-18.519501,-2.512739,-8.879000,-2.717229,0.249983,-13.571790,17.807749,-10.447610,7.089462,9.724004,-9.192718,15.299446,-1.612760,-7.595067,B,B,A,B,E,B,A,G
966,13.560642,-11.463911,-3.498336,17.519596,-7.602207,18.615044,-19.669090,0.192552,-2.252800,-4.177458,0.080077,-16.143109,12.523668,-19.990544,15.874290,9.731199,-9.290543,15.051885,-19.850447,-12.077387,B,F,B,A,A,D,D,F
968,17.412668,-10.820605,-2.837036,17.088859,-8.260581,18.666630,-18.176233,-0.581511,-1.738748,-3.429462,0.770830,-18.873849,14.681096,-20.648028,16.007481,9.803654,-9.251266,15.178690,18.167828,-8.867086,C,G,A,B,C,C,A,G
970,16.487647,-10.965068,-1.728342,17.263112,-7.980754,18.651237,-17.943383,-2.268692,-2.026314,-3.712790,0.439218,-17.953948,14.147767,-20.242762,15.558209,9.774341,-9.262985,15.130656,-32.386582,-12.781711,B,B,B,C,D,D,A,G
972,23.883839,-11.099662,-2.262659,17.356644,-8.189745,18.655968,-18.184140,-1.489172,-9.094231,-3.562240,0.725381,-14.148924,18.002346,-10.043443,6.647936,9.758608,-9.259384,15.156179,-36.130546,-8.700563,C,F,B,B,D,E,D,G
974,15.654270,-8.761003,-4.730065,17.144031,-8.474374,18.628907,-19.880656,2.176001,-2.232754,-3.804010,0.762094,-17.209459,13.631315,-19.606945,15.986138,9.794373,-9.279987,15.115192,-31.892875,-5.822396,A,C,A,A,C,D,B,G
976,15.572789,-9.312837,-4.412951,17.497163,-7.596458,18.616601,-18.189825,1.816415,-1.552099,-4.262743,-0.326359,-18.207450,13.537483,-20.706340,16.256731,9.734972,-9.289358,15.037429,-12.246266,-8.404701,A,G,B,B,A,D,A,D
978,22.436893,-9.372133,-4.990088,17.480842,-7.710347,18.622348,-18.306078,2.670766,-8.785779,-4.091906,-0.172998,-13.286410,17.124181,-10.025909,7.085373,9.737717,-9.284982,15.066387,1.849820,-10.139595,A,B,C,A,A,C,A,G
980,14.490334,-8.664375,-3.484285,17.300368,-7.698890,18.752919,-18.312580,0.407351,-1.041001,-2.656819,-0.303599,-18.481689,13.653585,-21.395000,16.965845,9.768074,-9.185577,15.309689,21.051192,-7.393246,A,C,C,B,A,D,B,G
982,17.731307,-11.144023,-6.074756,16.946116,-8.162903,18.572722,-18.243980,4.516548,-1.720703,-4.438502,0.698675,-19.071612,14.475203,-20.727091,16.052334,9.827669,-9.322770,15.007637,-7.715201,-7.552243,A,C,C,B,D,D,B,E
984,18.111863,-12.024537,-5.551804,17.464955,-7.150280,18.700370,-20.256879,3.238757,-8.994879,-3.161707,-0.279023,-9.742553,15.178459,-10.449646,8.032566,9.740389,-9.225579,15.224085,11.699427,-11.426938,D,F,A,C,B,C,D,F
986,24.466265,-11.149004,-4.249598,17.259851,-8.299492,18.590531,-18.185679,1.519261,-9.121987,-4.228410,0.874189,-14.595399,18.107720,-10.019354,6.615347,9.774890,-9.309209,15.043248,-34.683198,-11.346487,B,B,C,C,A,D,A,E
988,22.425344,-11.113291,-6.028772,16.933315,-8.340865,18.636214,-20.227404,4.115591,-9.605561,-3.553984,0.921919,-12.503749,17.164577,-9.348787,7.348727,9.829822,-9.274424,15.157579,-38.388654,-9.198127,C,D,B,B,D,B,A,G
990,16.681460,-9.073784,-3.392841,17.305877,-8.116807,18.596073,-17.843180,0.233838,-2.178694,-4.335504,0.312936,-17.828045,14.019303,-19.730360,15.327533,9.767148,-9.304989,15.025095,-9.887138,-11.568946,B,A,A,A,B,D,E,G
992,16.556059,-9.016759,-3.452450,17.350463,-8.021081,18.636549,-18.099591,0.339639,-1.764608,-3.925979,0.176002,-18.383728,14.120003,-20.346569,15.949840,9.759648,-9.274169,15.094515,25.399096,-7.663365,C,B,A,B,E,D,A,G
994,24.673753,-10.962253,-5.449594,17.117724,-8.571426,18.631093,-18.283549,3.497353,-9.164283,-3.622516,1.201707,-14.726351,18.342134,-9.908076,6.617957,9.798799,-9.278323,15.145960,18.787994,-12.941135,D,B,C,B,A,D,A,F
996,20.355512,-11.905777,-3.425940,17.644754,-7.463218,18.735544,-20.659389,0.133798,-9.254650,-2.810857,0.015753,-11.190558,16.464082,-10.062795,8.032386,9.710148,-9.198803,15.283571,4.112035,-5.675326,B,G,B,B,C,D,A,F
998,14.434954,-8.684585,-3.630597,17.301314,-7.677127,18.750562,-18.319831,0.641978,-1.024034,-2.685842,-0.328637,-18.482671,13.615077,-21.423127,16.990359,9.767915,-9.187371,15.304768,-23.897894,-10.356802,C,F,B,C,B,E,D,F
1000,22.607385,-11.627029,-4.405984,17.482606,-7.739959,18.648805,-18.367857,1.759191,-8.818305,-3.708897,0.270267,-13.389248,17.303592,-10.573157,7.079290,9.737421,-9.264837,15.131316,-5.028187,-9.006522,B,B,C,B,D,D,E,G
1002,14.955730,-9.016066,-5.806470,17.210103,-7.600462,18.668882,-18.370030,4.001006,-1.079078,-3.581452,-0.372141,-18.640866,13.462501,-21.381048,16.933511,9.783258,-9.249551,15.152922,-5.472251,-7.566053,A,C,C,B,A,D,F,G
1004,22.298071,-9.090759,-2.849866,17.177110,-8.174831,18.623879,-19.878407,-0.843121,-9.601151,-3.948753,0.393813,-12.404842,17.055766,-8.798254,7.109078,9.788808,-9.283816,15.090654,-18.143727,-10.695803,B,A,C,C,C,D,G,F
1006,14.583380,-10.911029,-1.699402,17.266785,-7.993375,18.629949,-19.387503,-2.555677,-2.682508,-3.914205,0.445579,-15.979267,13.099231,-19.258110,15.212423,9.773723,-9.279194,15.096511,2.405701,-6.369010,B,F,B,C,E,D,D,F
1008,22.377397,-9.295881,-3.652395,17.195265,-7.972004,18.570030,-17.766293,0.549797,-8.966140,-4.585233,0.153216,-13.064331,16.925768,-9.750350,6.587128,9.785754,-9.324821,14.982767,-42.376421,-11.245534,A,A,B,B,C,B,E,F
1010,20.689453,-9.151940,-3.052216,17.299821,-7.853590,18.643383,-19.805103,-0.473080,-9.402372,-3.796867,-0.024592,-11.307322,16.277622,-9.094989,7.277527,9.768166,-9.268966,15.116403,-38.349830,-8.898396,A,D,C,B,C,D,A,G
1012,14.530233,-8.864569,-4.303729,17.478473,-7.648433,18.719265,-18.346702,1.674064,-1.030064,-3.064638,-0.336361,-18.517488,13.500011,-21.436111,16.990679,9.738116,-9.211194,15.240543,-7.728482,-5.728860,B,G,C,B,A,D,A,G
1014,23.213162,-9.034677,-4.062357,17.158282,-8.040850,18.653750,-18.229981,1.271044,-8.968910,-3.619187,0.205121,-13.726601,17.640158,-9.684681,6.823629,9.791976,-9.261072,15.146525,42.175170,-9.472555,B,D,A,A,D,C,A,G
1016,15.214622,-10.949823,-6.567931,16.863647,-8.319712,18.606317,-19.929224,5.105811,-2.111054,-3.926353,0.868291,-17.171090,13.312552,-20.114116,16.161037,9.841543,-9.297188,15.094452,29.966472,-6.911298,A,D,B,A,C,D,A,G
1018,18.653038,-12.081814,-8.022536,17.534180,-7.380987,18.631531,-20.233472,7.091440,-9.021561,-3.833984,-0.034238,-10.121203,15.174553,-10.430852,7.987303,9.728746,-9.277989,15.110110,-22.614474,-10.910878,A,C,B,C,C,D,B,G
1020,18.415978,-10.846463,-6.990402,16.999455,-8.646409,18.557728,-18.146179,5.975808,-1.875098,-4.458277,1.284946,-19.218298,14.781103,-20.448800,15.819196,9.818695,-9.334189,15.004285,-18.884670,-9.421292,B,E,C,A,D,D,A,F
1022,20.894926,-8.809937,-3.775384,17.316924,-8.208513,18.685911,-19.934238,0.667542,-9.492801,-3.184780,0.400153,-11.382461,16.543166,-8.883098,7.265897,9.765289,-9.236587,15.220173,29.002886,-9.455559,D,F,C,C,C,A,G,F
1024,24.032714,-9.184391,-4.873265,17.271471,-8.236735,18.597956,-18.206062,2.471196,-9.050132,-4.213100,0.491182,-14.309470,17.897268,-9.603908,6.712867,9.772935,-9.303555,15.045843,25.058490,-5.938328,D,C,B,B,E,A,E,G
1026,20.115893,-11.782577,-5.454097,17.299721,-7.536405,18.626410,-20.114152,3.270310,-9.232939,-3.925331,0.070182,-11.025358,15.916277,-10.054616,7.673798,9.768183,-9.281889,15.094625,-27.237240,-6.694158,A,C,A,C,A,D,B,G
1028,22.407729,-11.028707,-2.931109,17.137739,-8.245985,18.623836,-19.861653,-0.692203,-9.635533,-3.842796,0.785683,-12.462284,17.113681,-9.282873,7.060001,9.795432,-9.283848,15.108616,7.177611,-9.843544,C,D,C,B,D,E,A,F
1030,16.437468,-9.026598,-3.798362,17.378064,-7.940747,18.655765,-18.274170,0.932649,-1.480693,-3.734876,0.070547,-18.752569,14.141997,-20.776088,16.376611,9.755005,-9.259538,15.126912,60.142493,-7.577339,A,A,A,B,D,D,G,G
1032,14.887789,-9.106033,-5.652757,17.083976,-7.934679,18.600002,-20.006828,3.561653,-2.027619,-4.257698,0.074693,-17.135990,13.120380,-19.962210,16.299279,9.804476,-9.301997,15.038284,-17.090986,-10.787036,B,G,A,C,E,D,A,G
1034,22.474743,-9.351267,-4.986785,17.278777,-7.634690,18.622519,-18.315454,2.632896,-8.784366,-4.083926,-0.271927,-13.317613,17.144804,-10.022991,7.092082,9.771706,-9.284851,15.067740,-18.438386,-12.981442,A,B,B,B,D,D,A,G
1036,14.750784,-9.138151,-5.443570,17.276198,-8.084836,18.579366,-19.689748,3.323009,-2.332881,-4.458708,0.279385,-16.598651,12.963841,-19.507196,15.780427,9.772140,-9.317711,15.004212,-55.531763,-10.903367,B,B,B,B,C,D,A,G
1038,14.968857,-10.952160,-3.990455,17.261559,-8.194363,18.583168,-19.424611,1.081413,-2.661880,-4.336769,0.706861,-16.206619,13.090566,-19.295730,15.253584,9.774603,-9.314816,15.024881,9.613796,-12.050649,D,E,C,A,E,A,A,G
1040,24.118937,-11.252270,-8.354310,16.808854,-8.282825,18.543704,-18.231124,7.895966,-9.022167,-4.575963,0.869627,-14.404671,17.786975,-10.185963,6.760054,9.850762,-9.344869,14.984338,-38.790321,-11.393311,A,B,A,A,C,D,A,G
1042,17.763086,-9.023668,-4.404129,17.025348,-8.208459,18.609984,-18.211130,1.909570,-1.762195,-4.132284,0.429950,-19.027263,14.631434,-20.351120,15.987611,9.814339,-9.294396,15.059543,-2.716431,-12.307678,C,A,C,B,C,D,G,F
1044,21.888149,-11.116101,-4.589212,17.251434,-8.317570,18.642339,-20.013165,1.950527,-9.575120,-3.561995,0.892203,-12.098304,16.902426,-9.390936,7.230774,9.776306,-9.269760,15.156221,8.532368,-7.768016,D,C,C,B,D,A,F,F
1046,15.102073,-9.031886,-4.136604,17.328764,-8.066525,18.624091,-19.959487,1.216726,-2.120409,-4.020951,0.239145,-17.100234,13.332551,-19.812432,16.161659,9.763298,-9.283654,15.078415,-4.329562,-13.019649,B,C,B,A,A,D,B,G
